Latitude	Longitude	Altitude	Date	Time	DOP	Satelites	Cond.1 [mS/m]	Inph.1 [ppt]	Cond.2 [mS/m]	Inph.2 [ppt]	Cond.3 [mS/m]	Inph.3 [ppt]	Cond.4 [mS/m]	Inph.4 [ppt]	Cond.5 [mS/m]	Inph.5 [ppt]	Cond.6 [mS/m]	Inph.6 [ppt]	Note
3825.7984N	00146.1898W	566.0	06/19/2025	09:09:19.09	1.3	7	2.72	2.18	6.09	2.37	5.27	2.45	5.04	2.69	7.43	2.85	8.59	3.24	
3825.7987N	00146.1895W	566.3	06/19/2025	09:09:19.99	1.3	7	2.79	2.18	6.17	2.37	5.32	2.45	5.15	2.69	7.61	2.88	8.64	3.27	
3825.7991N	00146.1896W	566.3	06/19/2025	09:09:21.04	1.3	7	3.02	2.18	6.54	2.36	5.65	2.45	5.36	2.7	7.8	2.9	8.89	3.31	
3825.7994N	00146.1899W	566.4	06/19/2025	09:09:22.09	1.3	7	3.58	2.17	6.95	2.35	5.89	2.47	5.69	2.75	8.27	2.95	9.52	3.33	
3825.7999N	00146.1903W	566.5	06/19/2025	09:09:22.99	1.3	7	3.38	2.18	6.76	2.36	5.78	2.45	5.6	2.7	8.16	2.88	9.68	3.3	
3825.8004N	00146.1906W	566.5	06/19/2025	09:09:24.04	1.3	7	3.08	2.18	6.7	2.36	5.87	2.44	5.63	2.69	7.97	2.88	9.29	3.31	
3825.8010N	00146.1909W	566.5	06/19/2025	09:09:25.09	1.3	7	2.91	2.18	6.46	2.37	5.6	2.45	5.28	2.68	7.57	2.86	8.69	3.29	
3825.8014N	00146.1914W	566.3	06/19/2025	09:09:25.99	1.3	7	2.83	2.18	6.27	2.37	5.37	2.45	5.13	2.69	7.51	2.87	8.68	3.3	
3825.8018N	00146.1919W	566.3	06/19/2025	09:09:27.04	1.3	7	3.07	2.18	6.54	2.36	5.71	2.44	5.55	2.69	8.26	2.88	9.5	3.28	
3825.8021N	00146.1925W	566.2	06/19/2025	09:09:28.09	1.3	7	3.72	2.17	7.47	2.34	6.74	2.44	6.73	2.7	9.58	2.92	11.16	3.33	
3825.8026N	00146.1932W	566.1	06/19/2025	09:09:28.99	1.3	7	3.61	2.17	7.49	2.35	6.94	2.43	7.11	2.7	10.16	2.92	12.17	3.37	
3825.8031N	00146.1938W	566.2	06/19/2025	09:09:30.04	1.3	7	3.84	2.17	7.8	2.34	7.29	2.43	7.46	2.72	10.65	2.96	12.62	3.38	
3825.8035N	00146.1943W	566.3	06/19/2025	09:09:31.09	1.3	7	5.59	2.18	7.89	2.35	7.24	2.43	7.51	2.7	10.95	2.93	13.31	3.36	
3825.8039N	00146.1946W	566.3	06/19/2025	09:09:31.99	2.5	6	4.07	2.17	8.18	2.34	7.92	2.43	8.35	2.72	11.83	2.98	14.1	3.4	
3825.8044N	00146.1948W	566.4	06/19/2025	09:09:33.04	1.3	7	4.2	2.17	8.36	2.34	8.12	2.44	8.54	2.74	11.89	2.97	14.26	3.38	
3825.8048N	00146.1951W	566.5	06/19/2025	09:09:34.09	1.3	7	4.4	2.17	8.56	2.34	8.36	2.45	8.82	2.75	12.25	2.95	14.33	3.34	
3825.8053N	00146.1955W	566.6	06/19/2025	09:09:34.99	1.3	7	4.52	2.17	8.69	2.35	8.48	2.46	8.97	2.74	12.87	2.94	15.29	3.29	
3825.8059N	00146.1959W	566.7	06/19/2025	09:09:36.04	1.3	7	4.06	2.18	8.42	2.36	8.47	2.45	9.18	2.72	13.02	2.92	15.8	3.3	
3825.8065N	00146.1962W	566.8	06/19/2025	09:09:37.09	1.3	7	4.43	2.17	8.8	2.35	8.93	2.45	9.62	2.73	13.29	2.94	15.66	3.32	
3825.8070N	00146.1966W	566.9	06/19/2025	09:09:37.99	1.3	7	4.26	2.17	8.63	2.35	8.74	2.45	9.48	2.73	13.35	2.95	15.82	3.33	
3825.8075N	00146.1972W	566.8	06/19/2025	09:09:39.04	1.3	7	4.12	2.18	8.4	2.36	8.51	2.45	9.33	2.71	12.76	2.9	16.42	3.33	
3825.8082N	00146.1977W	566.9	06/19/2025	09:09:40.09	1.3	7	3.18	2.19	6.98	2.38	6.74	2.46	7.32	2.69	10.81	2.84	13.88	3.24	
3825.8086N	00146.1980W	566.9	06/19/2025	09:09:40.99	1.3	7	2.73	2.19	6.19	2.38	5.61	2.47	5.82	2.74	9.29	2.85	12.69	3.23	
3825.8089N	00146.1980W	566.9	06/19/2025	09:09:42.04	1.3	7	2.78	2.19	6.31	2.38	5.82	2.47	6.14	2.72	10.48	2.86	12.27	3.24	
3825.8092N	00146.1981W	566.9	06/19/2025	09:09:43.09	1.3	7	4.38	2.17	8.84	2.34	9.1	2.44	9.84	2.73	13.62	2.95	16.06	3.32	
3825.8095N	00146.1983W	566.8	06/19/2025	09:09:43.99	1.3	7	4.59	2.16	8.83	2.34	8.87	2.46	9.59	2.76	13.6	2.98	15.13	3.36	
3825.8098N	00146.1985W	566.8	06/19/2025	09:09:45.04	1.3	7	4.75	2.18	9.27	2.35	9.64	2.44	10.6	2.72	14.08	2.91	15.82	3.34	
3825.8102N	00146.1983W	566.9	06/19/2025	09:09:46.09	1.3	7	3.98	2.19	8.24	2.38	8.45	2.45	9.08	2.7	11.9	2.9	12.96	3.33	
3825.8105N	00146.1978W	567.2	06/19/2025	09:09:46.99	1.3	7	3.99	2.18	8.27	2.36	8.19	2.44	8.56	2.7	10.87	2.92	11.82	3.37	
3825.8106N	00146.1972W	567.3	06/19/2025	09:09:48.04	1.3	7	3.51	2.18	7.52	2.36	7.07	2.44	7.11	2.7	9.14	2.91	10.13	3.34	
3825.8104N	00146.1966W	567.3	06/19/2025	09:09:49.09	1.3	7	3.07	2.18	6.75	2.37	5.92	2.45	5.75	2.7	7.66	2.89	8.61	3.32	
3825.8101N	00146.1960W	567.2	06/19/2025	09:09:49.99	1.3	7	2.82	2.18	6.33	2.37	5.45	2.45	5.23	2.7	7.11	2.89	7.87	3.34	
3825.8097N	00146.1954W	567.3	06/19/2025	09:09:51.04	1.3	7	2.93	2.18	6.53	2.36	5.4	2.45	4.94	2.71	6.62	2.91	6.85	3.33	
3825.8094N	00146.1949W	567.3	06/19/2025	09:09:52.09	1.3	7	2.75	2.18	6.13	2.37	4.99	2.46	4.45	2.72	6.18	2.9	6.33	3.28	
3825.8090N	00146.1945W	567.3	06/19/2025	09:09:52.99	1.3	7	2.74	2.18	6.06	2.37	4.95	2.47	4.45	2.73	6.19	2.9	6.35	3.28	
3825.8084N	00146.1945W	567.4	06/19/2025	09:09:54.04	1.3	7	2.79	2.18	6.16	2.37	5.09	2.47	4.75	2.73	6.9	2.92	7.06	3.27	
3825.8079N	00146.1947W	567.3	06/19/2025	09:09:55.09	1.3	7	3.21	2.18	6.74	2.37	5.92	2.47	5.79	2.75	8.49	2.94	8.53	3.31	
3825.8075N	00146.1952W	567.2	06/19/2025	09:09:55.99	1.3	7	3.78	2.18	7.77	2.36	7.37	2.46	7.6	2.74	11.06	2.95	12.23	3.31	
3825.8071N	00146.1958W	567.1	06/19/2025	09:09:57.04	1.3	7	4.28	2.17	8.55	2.36	8.51	2.46	9.17	2.75	12.95	2.93	15.16	3.28	
3825.8067N	00146.1963W	567.0	06/19/2025	09:09:58.09	1.3	7	4.48	2.17	8.93	2.35	9.06	2.45	9.87	2.75	13.7	2.96	16.06	3.32	
3825.8064N	00146.1969W	566.9	06/19/2025	09:09:58.99	1.3	7	4.79	2.17	9.33	2.35	9.63	2.45	10.53	2.74	14.94	2.92	17.77	3.26	
3825.8062N	00146.1974W	566.8	06/19/2025	09:10:00.04	1.3	7	4.85	2.17	9.58	2.36	10.08	2.47	11.19	2.76	15.75	2.95	18.9	3.27	
3825.8061N	00146.1979W	566.7	06/19/2025	09:10:01.09	1.3	7	4.66	2.18	9.37	2.36	10.04	2.46	11.25	2.73	15.28	2.91	18.47	3.28	
3825.8060N	00146.1985W	566.6	06/19/2025	09:10:01.99	1.3	7	3.94	2.19	8.25	2.38	8.58	2.47	9.63	2.72	13.39	2.89	15.94	3.26	
3825.8058N	00146.1990W	566.5	06/19/2025	09:10:03.04	1.3	7	4.38	2.18	8.87	2.37	9.23	2.46	9.99	2.73	13.12	2.94	14.9	3.32	
3825.8055N	00146.1996W	566.4	06/19/2025	09:10:04.09	1.3	7	4.38	2.17	8.55	2.35	8.28	2.47	8.65	2.76	11.6	2.96	14.22	3.34	
3825.8054N	00146.2003W	566.3	06/19/2025	09:10:04.99	1.3	7	3.81	2.18	7.72	2.36	7.13	2.47	7.33	2.75	10.49	2.95	13.33	3.36	
3825.8051N	00146.2009W	566.2	06/19/2025	09:10:06.04	1.3	7	3.52	2.17	7.33	2.36	6.65	2.46	6.81	2.75	9.92	2.97	12.57	3.41	
3825.8049N	00146.2015W	566.1	06/19/2025	09:10:07.09	1.3	7	3.25	2.18	7.0	2.36	6.43	2.46	6.64	2.74	9.61	2.97	11.77	3.41	
3825.8047N	00146.2020W	566.1	06/19/2025	09:10:07.99	1.3	7	3.2	2.18	6.97	2.36	6.32	2.45	6.37	2.73	8.93	2.94	10.94	3.4	
3825.8045N	00146.2024W	566.0	06/19/2025	09:10:09.04	1.3	7	2.83	2.18	6.34	2.38	5.6	2.47	5.68	2.72	8.26	2.91	10.1	3.36	
3825.8042N	00146.2027W	566.0	06/19/2025	09:10:10.09	1.3	7	2.93	2.18	6.47	2.37	5.69	2.46	5.54	2.73	7.83	2.94	9.29	3.38	
3825.8038N	00146.2031W	566.0	06/19/2025	09:10:10.99	1.3	7	3.15	2.17	6.65	2.35	5.61	2.46	5.35	2.76	7.75	2.98	9.32	3.42	
3825.8035N	00146.2034W	566.0	06/19/2025	09:10:12.04	1.3	7	2.86	2.17	6.21	2.35	5.27	2.45	5.03	2.74	7.45	2.94	9.34	3.42	
3825.8033N	00146.2035W	566.1	06/19/2025	09:10:13.09	1.3	7	2.64	2.18	6.07	2.36	5.11	2.45	4.95	2.73	7.58	2.96	9.43	3.41	
3825.8031N	00146.2032W	566.1	06/19/2025	09:10:13.99	1.3	7	2.89	2.17	6.41	2.35	5.27	2.45	4.95	2.74	7.64	2.94	9.81	3.41	
3825.8030N	00146.2027W	566.0	06/19/2025	09:10:15.04	1.3	7	2.47	2.18	5.72	2.38	4.59	2.47	4.31	2.74	6.86	2.89	9.17	3.36	
3825.8027N	00146.2024W	566.1	06/19/2025	09:10:16.09	1.3	7	2.38	2.19	5.54	2.38	4.44	2.47	4.21	2.74	7.0	2.9	8.73	3.36	
3825.8024N	00146.2019W	566.0	06/19/2025	09:10:16.99	1.3	7	2.79	2.18	6.25	2.36	5.36	2.45	5.29	2.73	8.02	2.93	10.08	3.37	
3825.8021N	00146.2013W	565.9	06/19/2025	09:10:18.04	1.3	7	2.7	2.18	6.14	2.37	5.25	2.45	5.21	2.71	7.86	2.91	9.41	3.37	
3825.8020N	00146.2007W	565.9	06/19/2025	09:10:19.09	1.3	7	2.8	2.18	6.36	2.37	5.56	2.45	5.55	2.7	8.16	2.94	9.89	3.46	
3825.8021N	00146.2000W	565.9	06/19/2025	09:10:19.99	1.3	7	2.93	2.18	6.63	2.36	5.96	2.44	6.11	2.7	8.95	2.95	10.96	3.47	
3825.8021N	00146.1993W	566.1	06/19/2025	09:10:21.04	1.3	7	3.3	2.18	7.09	2.36	6.27	2.44	6.32	2.7	9.14	2.94	11.13	3.45	
3825.8022N	00146.1986W	566.1	06/19/2025	09:10:22.09	1.3	7	3.24	2.18	7.05	2.36	6.32	2.43	6.35	2.67	8.87	2.88	11.07	3.41	
3825.8023N	00146.1979W	566.1	06/19/2025	09:10:22.99	1.3	7	2.87	2.18	6.46	2.37	5.85	2.45	5.9	2.68	8.76	2.91	10.46	3.35	
3825.8025N	00146.1972W	566.2	06/19/2025	09:10:24.04	1.3	7	3.58	2.17	7.39	2.34	6.68	2.43	6.75	2.72	9.87	2.96	11.95	3.43	
3825.8028N	00146.1965W	566.2	06/19/2025	09:10:24.94	1.3	7	4.0	2.17	7.86	2.35	7.22	2.43	7.35	2.73	10.51	2.97	12.64	3.43	
3825.8031N	00146.1957W	566.4	06/19/2025	09:10:25.99	1.3	7	3.78	2.17	7.87	2.35	7.51	2.44	7.86	2.72	11.35	2.97	13.41	3.41	
3825.8034N	00146.1949W	566.4	06/19/2025	09:10:27.04	1.3	7	4.62	2.18	8.29	2.35	7.95	2.43	8.39	2.71	11.74	2.95	13.82	3.4	
3825.8038N	00146.1942W	566.4	06/19/2025	09:10:27.94	1.3	7	3.81	2.18	7.94	2.36	7.61	2.43	7.91	2.7	10.92	2.94	13.02	3.39	
3825.8041N	00146.1935W	566.5	06/19/2025	09:10:28.99	1.3	7	3.8	2.18	7.76	2.35	7.25	2.43	7.46	2.7	9.92	2.94	11.48	3.4	
3825.8045N	00146.1927W	566.6	06/19/2025	09:10:30.04	1.3	7	3.46	2.18	7.11	2.36	6.19	2.44	5.84	2.71	7.3	2.94	7.89	3.42	
3825.8048N	00146.1920W	566.8	06/19/2025	09:10:30.94	1.3	7	3.23	2.18	6.6	2.36	5.36	2.44	4.71	2.71	6.27	2.94	6.47	3.4	
3825.8048N	00146.1913W	566.9	06/19/2025	09:10:31.99	1.3	7	2.54	2.18	5.87	2.37	4.59	2.45	3.94	2.7	5.46	2.91	5.91	3.33	
3825.8047N	00146.1907W	567.1	06/19/2025	09:10:33.04	1.3	7	2.54	2.18	5.64	2.37	4.22	2.45	3.56	2.7	5.24	2.9	5.65	3.32	
3825.8043N	00146.1903W	567.2	06/19/2025	09:10:33.94	1.3	7	2.5	2.18	5.74	2.36	4.21	2.45	3.53	2.71	5.26	2.93	5.58	3.32	
3825.8037N	00146.1903W	567.2	06/19/2025	09:10:34.99	1.3	7	2.71	2.17	6.0	2.35	4.45	2.44	3.81	2.73	5.51	2.94	5.88	3.35	
3825.8032N	00146.1905W	567.1	06/19/2025	09:10:36.04	1.3	7	2.65	2.18	5.94	2.36	4.55	2.44	3.87	2.7	5.66	2.91	6.05	3.35	
3825.8027N	00146.1909W	567.1	06/19/2025	09:10:36.94	1.3	7	2.58	2.18	5.92	2.37	4.8	2.44	4.35	2.68	6.46	2.89	7.03	3.34	
3825.8023N	00146.1913W	567.0	06/19/2025	09:10:37.99	1.3	7	2.86	2.18	6.42	2.36	5.49	2.44	5.25	2.69	7.85	2.89	9.08	3.3	
3825.8019N	00146.1919W	566.8	06/19/2025	09:10:39.04	1.3	7	2.94	2.18	6.59	2.37	5.9	2.44	5.92	2.69	9.05	2.9	10.83	3.35	
3825.8015N	00146.1927W	566.6	06/19/2025	09:10:39.94	1.3	7	3.29	2.18	7.14	2.36	6.58	2.44	6.71	2.71	9.62	2.94	11.47	3.35	
3825.8013N	00146.1933W	566.5	06/19/2025	09:10:40.99	1.3	7	3.52	2.18	7.42	2.36	6.87	2.44	7.0	2.72	10.0	2.93	11.75	3.35	
3825.8010N	00146.1939W	566.4	06/19/2025	09:10:42.04	1.3	7	3.37	2.19	7.28	2.37	6.7	2.44	6.76	2.72	9.79	2.94	11.74	3.36	
3825.8007N	00146.1944W	566.2	06/19/2025	09:10:42.94	1.3	7	3.62	2.18	7.55	2.35	6.87	2.44	6.9	2.74	9.74	2.98	11.91	3.43	
3825.8005N	00146.1951W	566.2	06/19/2025	09:10:43.99	1.3	7	3.55	2.18	7.45	2.36	6.77	2.43	6.78	2.72	9.72	2.97	11.81	3.45	
3825.8003N	00146.1958W	566.1	06/19/2025	09:10:45.04	1.3	7	3.53	2.18	7.42	2.36	6.69	2.43	6.74	2.72	9.54	2.95	11.66	3.44	
3825.8001N	00146.1963W	565.9	06/19/2025	09:10:45.94	1.3	7	3.6	2.18	7.6	2.36	6.61	2.43	6.58	2.71	9.28	2.93	11.16	3.41	
3825.7998N	00146.1969W	565.8	06/19/2025	09:10:46.99	1.3	7	3.58	2.18	7.46	2.36	6.68	2.43	6.64	2.71	9.45	2.95	11.25	3.43	
3825.7996N	00146.1976W	565.7	06/19/2025	09:10:48.04	1.3	7	3.66	2.18	7.48	2.35	6.66	2.44	6.63	2.73	9.16	2.96	11.03	3.43	
3825.7994N	00146.1982W	565.7	06/19/2025	09:10:48.94	1.3	7	3.29	2.19	7.19	2.37	6.33	2.44	6.26	2.7	8.7	2.92	10.27	3.39	
3825.7990N	00146.1989W	565.6	06/19/2025	09:10:49.99	1.3	7	3.48	2.18	7.32	2.37	6.39	2.45	6.31	2.73	9.1	2.94	10.87	3.39	
3825.7987N	00146.1997W	565.5	06/19/2025	09:10:51.04	1.3	7	3.36	2.19	7.25	2.37	6.55	2.44	6.64	2.71	9.3	2.92	11.07	3.4	
3825.7983N	00146.2003W	565.4	06/19/2025	09:10:51.94	1.3	7	3.26	2.19	7.09	2.37	6.38	2.44	6.37	2.7	8.88	2.92	10.23	3.37	
3825.7979N	00146.2005W	565.3	06/19/2025	09:10:52.99	1.3	7	3.32	2.19	7.2	2.37	6.38	2.43	6.23	2.71	8.74	2.96	10.02	3.44	
3825.7974N	00146.2002W	565.2	06/19/2025	09:10:54.04	1.3	7	3.05	2.19	6.79	2.38	5.94	2.44	5.79	2.69	8.3	2.88	9.82	3.37	
3825.7973N	00146.1997W	565.0	06/19/2025	09:10:54.94	1.3	7	3.48	2.19	7.29	2.37	6.51	2.43	6.42	2.68	8.85	2.92	10.22	3.38	
3825.7972N	00146.1990W	565.1	06/19/2025	09:10:55.99	1.3	7	2.84	2.19	6.58	2.38	5.86	2.45	5.83	2.68	8.65	2.88	10.31	3.37	
3825.7972N	00146.1982W	565.0	06/19/2025	09:10:57.04	1.3	7	3.21	2.19	7.12	2.37	6.5	2.43	6.44	2.69	9.32	2.91	10.88	3.41	
3825.7972N	00146.1974W	565.1	06/19/2025	09:10:57.94	1.3	7	3.36	2.19	7.35	2.37	6.79	2.43	6.9	2.69	9.67	2.94	11.23	3.41	
3825.7973N	00146.1966W	565.2	06/19/2025	09:10:58.99	1.3	7	3.53	2.19	7.36	2.37	6.62	2.43	6.59	2.69	9.09	2.92	11.07	3.43	
3825.7974N	00146.1958W	565.4	06/19/2025	09:11:00.04	1.3	7	2.86	2.19	6.63	2.38	5.92	2.45	5.88	2.69	8.67	2.9	10.53	3.38	
3825.7976N	00146.1951W	565.6	06/19/2025	09:11:00.94	1.3	7	2.81	2.19	6.5	2.38	5.79	2.45	5.73	2.7	8.57	2.88	10.55	3.37	
3825.7978N	00146.1943W	565.8	06/19/2025	09:11:01.99	1.3	7	3.21	2.19	7.05	2.37	6.37	2.44	6.37	2.7	9.21	2.93	10.94	3.39	
3825.7980N	00146.1936W	565.9	06/19/2025	09:11:03.04	1.3	7	3.03	2.19	6.83	2.38	6.09	2.45	6.09	2.7	8.86	2.91	10.82	3.38	
3825.7982N	00146.1929W	565.9	06/19/2025	09:11:03.94	1.3	7	3.15	2.19	6.93	2.37	6.16	2.45	6.14	2.71	8.96	2.94	11.04	3.41	
3825.7984N	00146.1922W	565.9	06/19/2025	09:11:04.99	1.3	7	3.16	2.18	7.0	2.36	6.32	2.44	6.29	2.72	9.38	2.97	11.46	3.42	
3825.8450N	00146.2674W	576.8	06/19/2025	09:16:34.31	1.4	6	3.83	2.23	9.04	2.57	8.36	2.93	5.14	3.04	5.68	2.91	6.66	3.29	
3825.8451N	00146.2676W	576.5	06/19/2025	09:16:35.21	1.4	6	11.03	2.36	15.17	2.86	8.55	2.9	4.36	2.86	5.66	2.87	6.69	3.22	
3825.8452N	00146.2679W	576.3	06/19/2025	09:16:36.26	1.4	6	3.08	2.2	6.1	2.37	4.78	2.44	4.2	2.73	6.22	2.93	7.1	3.35	
3825.8455N	00146.2682W	576.0	06/19/2025	09:16:37.31	1.4	6	2.8	2.21	6.0	2.38	4.86	2.47	4.34	2.74	6.28	2.94	7.18	3.35	
3825.8458N	00146.2687W	575.9	06/19/2025	09:16:38.21	1.4	6	2.23	2.22	5.12	2.41	4.02	2.49	3.58	2.72	5.47	2.88	6.19	3.22	
3825.8458N	00146.2686W	576.1	06/19/2025	09:16:39.26	1.4	6	2.35	2.22	5.28	2.41	4.22	2.48	3.82	2.72	5.94	2.9	6.83	3.28	
3825.8458N	00146.2686W	576.0	06/19/2025	09:16:40.31	1.3	7	2.53	2.21	5.55	2.4	4.55	2.47	4.11	2.73	6.06	2.91	6.94	3.3	
3825.8458N	00146.2687W	575.9	06/19/2025	09:16:41.21	1.3	7	2.55	2.21	5.68	2.4	4.66	2.47	4.17	2.75	6.19	2.95	7.25	3.38	
3825.8461N	00146.2689W	575.7	06/19/2025	09:16:42.26	1.3	7	2.62	2.21	5.77	2.39	4.62	2.47	4.2	2.74	6.25	2.94	7.22	3.36	
3825.8466N	00146.2693W	575.8	06/19/2025	09:16:43.31	1.3	7	2.68	2.21	5.89	2.39	4.77	2.47	4.36	2.74	6.38	2.91	7.18	3.32	
3825.8472N	00146.2696W	575.7	06/19/2025	09:16:44.21	1.3	7	3.68	2.2	6.24	2.38	4.74	2.48	4.07	2.78	5.99	2.99	6.89	3.39	
3825.8478N	00146.2701W	575.6	06/19/2025	09:16:45.26	1.3	7	2.89	2.2	5.97	2.38	4.71	2.48	4.15	2.77	6.29	2.98	7.42	3.38	
3825.8483N	00146.2705W	575.6	06/19/2025	09:16:46.31	1.3	7	2.67	2.21	5.76	2.39	4.49	2.48	4.0	2.78	6.06	2.97	6.9	3.38	
3825.8488N	00146.2709W	575.4	06/19/2025	09:16:47.21	1.3	7	2.96	2.2	6.1	2.37	4.68	2.47	4.06	2.8	6.09	3.0	6.82	3.41	
3825.8494N	00146.2714W	575.3	06/19/2025	09:16:48.26	1.3	7	2.71	2.21	5.87	2.39	4.53	2.47	3.93	2.76	5.87	2.95	6.63	3.4	
3825.8500N	00146.2719W	575.2	06/19/2025	09:16:49.31	1.3	7	2.57	2.21	5.68	2.39	4.41	2.47	3.88	2.76	5.8	2.96	6.61	3.37	
3825.8504N	00146.2723W	575.2	06/19/2025	09:16:50.21	1.3	7	2.88	2.2	5.92	2.38	4.51	2.48	4.01	2.79	5.89	2.97	6.65	3.36	
3825.8508N	00146.2728W	575.1	06/19/2025	09:16:51.26	1.3	7	3.03	2.2	6.12	2.39	4.65	2.49	4.25	2.78	6.19	2.95	6.73	3.35	
3825.8514N	00146.2733W	574.8	06/19/2025	09:16:52.31	1.3	7	3.01	2.2	6.17	2.39	4.82	2.48	4.41	2.77	6.3	2.94	6.83	3.35	
3825.8519N	00146.2740W	574.6	06/19/2025	09:16:53.21	1.3	7	2.94	2.2	6.2	2.39	4.98	2.48	4.47	2.75	6.3	2.93	6.57	3.36	
3825.8524N	00146.2746W	574.4	06/19/2025	09:16:54.26	1.3	7	2.9	2.2	6.15	2.39	4.95	2.48	4.46	2.76	6.14	2.93	6.43	3.34	
3825.8528N	00146.2750W	574.4	06/19/2025	09:16:55.31	1.3	7	2.89	2.2	6.11	2.39	4.95	2.48	4.5	2.75	6.3	2.92	6.72	3.33	
3825.8530N	00146.2756W	574.4	06/19/2025	09:16:56.21	1.3	7	3.12	2.2	6.35	2.38	5.08	2.48	4.58	2.76	6.38	2.94	7.01	3.32	
3825.8530N	00146.2762W	574.3	06/19/2025	09:16:57.26	1.3	7	3.1	2.2	6.31	2.39	5.1	2.48	4.68	2.75	6.49	2.92	6.99	3.35	
3825.8529N	00146.2767W	574.3	06/19/2025	09:16:58.31	1.3	7	2.8	2.21	6.03	2.39	4.9	2.47	4.5	2.75	6.23	2.91	6.77	3.32	
3825.8530N	00146.2773W	574.3	06/19/2025	09:16:59.21	1.3	7	4.25	2.21	6.05	2.39	4.74	2.47	4.37	2.75	6.17	2.94	6.91	3.35	
3825.8532N	00146.2777W	574.2	06/19/2025	09:17:00.26	1.3	7	2.68	2.21	5.87	2.39	4.79	2.47	4.43	2.73	6.18	2.89	6.99	3.32	
3825.8535N	00146.2781W	574.1	06/19/2025	09:17:01.31	1.3	7	1.46	2.23	5.44	2.43	4.41	2.51	3.97	2.75	6.04	2.9	7.01	3.35	
3825.8540N	00146.2783W	574.1	06/19/2025	09:17:02.21	1.3	7	2.74	2.2	5.97	2.39	4.76	2.46	4.4	2.73	6.28	2.93	6.85	3.38	
3825.8544N	00146.2784W	574.0	06/19/2025	09:17:03.26	1.3	7	2.82	2.2	6.01	2.39	4.66	2.46	4.11	2.74	6.05	2.91	6.6	3.35	
3825.8549N	00146.2785W	573.9	06/19/2025	09:17:04.31	1.3	7	2.64	2.2	5.76	2.39	4.45	2.47	3.94	2.75	5.83	2.92	6.62	3.34	
3825.8554N	00146.2788W	573.8	06/19/2025	09:17:05.21	1.3	7	2.73	2.2	5.87	2.38	4.49	2.46	4.0	2.75	5.98	2.95	6.66	3.37	
3825.8561N	00146.2790W	573.7	06/19/2025	09:17:06.26	1.3	7	2.42	2.21	5.47	2.4	4.09	2.47	3.44	2.75	5.36	2.88	6.16	3.3	
3825.8566N	00146.2794W	573.7	06/19/2025	09:17:07.30	1.3	7	2.59	2.2	5.64	2.38	4.3	2.46	3.81	2.74	5.64	2.91	6.37	3.33	
3825.8569N	00146.2799W	573.6	06/19/2025	09:17:08.21	1.3	7	2.81	2.2	5.97	2.38	4.5	2.46	3.99	2.76	5.81	2.95	6.6	3.38	
3825.8569N	00146.2807W	573.6	06/19/2025	09:17:09.25	1.3	7	2.97	2.19	6.11	2.38	4.54	2.47	3.98	2.79	5.98	2.98	6.81	3.36	
3825.8568N	00146.2816W	573.6	06/19/2025	09:17:10.16	1.3	7	2.73	2.2	5.85	2.39	4.44	2.47	4.02	2.76	5.97	2.93	6.88	3.32	
3825.8565N	00146.2823W	573.8	06/19/2025	09:17:11.21	1.3	7	2.81	2.2	5.82	2.39	4.28	2.48	3.72	2.75	5.67	2.9	6.55	3.31	
3825.8561N	00146.2826W	574.1	06/19/2025	09:17:12.25	1.3	7	2.35	2.21	5.4	2.4	4.0	2.48	3.56	2.74	5.46	2.88	6.45	3.28	
3825.8557N	00146.2825W	574.1	06/19/2025	09:17:13.16	1.3	7	2.42	2.21	5.5	2.39	4.15	2.47	3.73	2.74	5.75	2.9	6.78	3.32	
3825.8552N	00146.2821W	574.0	06/19/2025	09:17:14.21	1.3	7	2.65	2.2	5.76	2.38	4.38	2.46	3.85	2.74	5.89	2.92	6.86	3.36	
3825.8548N	00146.2816W	573.9	06/19/2025	09:17:15.25	1.3	7	2.63	2.2	5.84	2.38	4.49	2.46	3.99	2.75	6.16	2.94	7.29	3.36	
3825.8544N	00146.2810W	574.0	06/19/2025	09:17:16.15	1.3	7	2.68	2.2	5.92	2.38	4.64	2.46	4.31	2.74	6.41	2.92	7.24	3.33	
3825.8540N	00146.2804W	573.8	06/19/2025	09:17:17.20	1.3	7	2.93	2.2	6.16	2.38	4.72	2.46	4.34	2.74	6.34	2.92	7.15	3.33	
3825.8536N	00146.2799W	573.7	06/19/2025	09:17:18.25	1.3	7	2.86	2.21	5.86	2.41	4.58	2.48	4.22	2.74	6.31	2.91	7.17	3.35	
3825.8532N	00146.2795W	573.7	06/19/2025	09:17:19.15	1.3	7	2.62	2.2	5.89	2.39	4.73	2.47	4.36	2.73	6.28	2.89	7.13	3.31	
3825.8527N	00146.2791W	573.6	06/19/2025	09:17:20.20	1.3	7	2.67	2.21	5.98	2.4	4.72	2.47	4.38	2.73	6.42	2.88	7.35	3.28	
3825.8523N	00146.2786W	573.6	06/19/2025	09:17:21.25	1.3	7	2.62	2.2	5.75	2.4	4.57	2.48	4.26	2.73	6.39	2.89	7.21	3.31	
3825.8522N	00146.2781W	573.6	06/19/2025	09:17:22.15	1.3	7	2.89	2.2	5.96	2.39	4.7	2.47	4.37	2.74	6.4	2.91	7.06	3.34	
3825.8520N	00146.2775W	573.5	06/19/2025	09:17:23.21	1.3	7	2.72	2.2	6.01	2.39	4.81	2.47	4.48	2.74	6.4	2.91	7.03	3.34	
