Latitude	Longitude	Altitude	Date	Time	DOP	Satelites	Cond.1 [mS/m]	Inph.1 [ppt]	Cond.2 [mS/m]	Inph.2 [ppt]	Cond.3 [mS/m]	Inph.3 [ppt]	Cond.4 [mS/m]	Inph.4 [ppt]	Cond.5 [mS/m]	Inph.5 [ppt]	Cond.6 [mS/m]	Inph.6 [ppt]	Note
3826.4358N	00140.1513W	555.1	06/18/2025	06:17:13.10	2.3	4	4.01	2.08	7.76	2.21	10.34	2.54	12.22	2.85	17.26	3.23	24.1	4.26	
3826.4355N	00140.1516W	555.1	06/18/2025	06:17:14.15	2.3	4	4.74	2.07	8.75	2.21	11.46	2.54	13.81	2.87	19.44	3.25	26.42	4.28	
3826.4353N	00140.1519W	555.2	06/18/2025	06:17:15.05	2.3	4	5.34	2.07	9.9	2.22	13.57	2.54	16.43	2.86	22.57	3.27	30.64	4.38	
3826.4349N	00140.1522W	555.2	06/18/2025	06:17:16.10	2.3	4	5.94	2.08	11.23	2.22	15.83	2.54	19.47	2.86	27.28	3.28	38.11	4.44	
3826.4344N	00140.1526W	555.2	06/18/2025	06:17:17.15	2.3	4	6.85	2.08	12.83	2.23	18.53	2.55	23.45	2.88	33.33	3.32	47.11	4.57	
3826.4339N	00140.1530W	555.2	06/18/2025	06:17:18.05	2.3	4	8.03	2.09	15.08	2.23	22.04	2.55	28.06	2.88	39.45	3.35	53.78	4.63	
3826.4334N	00140.1535W	555.3	06/18/2025	06:17:19.10	2.3	4	10.62	2.08	18.41	2.23	26.39	2.55	32.8	2.87	43.63	3.3	53.75	4.48	
3826.4331N	00140.1540W	555.2	06/18/2025	06:17:20.15	2.3	4	9.49	2.09	17.28	2.23	25.07	2.55	31.26	2.88	40.53	3.29	48.52	4.44	
3826.4327N	00140.1544W	555.1	06/18/2025	06:17:21.05	2.3	4	11.26	2.08	20.17	2.25	29.05	2.59	37.9	2.97	48.72	2.63	51.31	4.36	
3826.4326N	00140.1547W	555.1	06/18/2025	06:17:22.10	2.3	4	8.86	2.09	16.16	2.23	23.35	2.55	29.47	2.86	39.1	3.31	48.39	4.44	
3826.4325N	00140.1550W	555.1	06/18/2025	06:17:23.15	2.3	4	8.52	2.09	15.8	2.24	22.92	2.55	28.46	2.86	37.07	3.26	43.0	4.39	
3826.4325N	00140.1553W	555.2	06/18/2025	06:17:24.06	2.3	4	7.82	2.09	14.53	2.24	20.77	2.55	25.43	2.85	32.6	3.23	38.39	4.34	
3826.4325N	00140.1558W	555.3	06/18/2025	06:17:25.11	2.3	4	7.01	2.09	12.99	2.23	18.37	2.55	22.37	2.85	28.81	3.24	34.08	4.38	
3826.4324N	00140.1562W	555.4	06/18/2025	06:17:26.01	2.3	4	5.93	2.09	11.18	2.23	15.51	2.55	18.74	2.85	24.64	3.24	30.33	4.33	
3826.4323N	00140.1567W	555.5	06/18/2025	06:17:27.05	2.3	4	5.45	2.08	9.97	2.23	13.54	2.54	16.15	2.86	21.43	3.26	27.28	4.32	
3826.4322N	00140.1573W	555.6	06/18/2025	06:17:28.10	2.3	4	4.35	2.08	8.29	2.22	11.13	2.53	13.12	2.84	17.91	3.23	23.87	4.31	
3826.4321N	00140.1578W	555.7	06/18/2025	06:17:29.00	2.3	4	3.96	2.08	7.65	2.22	10.12	2.53	11.87	2.83	16.45	3.21	22.27	4.3	
3826.4320N	00140.1582W	555.8	06/18/2025	06:17:30.05	2.3	4	3.65	2.08	7.05	2.23	9.21	2.53	10.71	2.83	14.99	3.21	20.51	4.27	
3826.4318N	00140.1586W	555.9	06/18/2025	06:17:31.10	2.3	4	3.35	2.08	6.62	2.23	8.56	2.53	9.78	2.82	13.5	3.19	18.71	4.24	
3826.4316N	00140.1590W	556.0	06/18/2025	06:17:32.00	2.3	4	3.41	2.08	6.7	2.22	8.6	2.52	9.73	2.82	13.32	3.21	18.68	4.25	
3826.4314N	00140.1594W	556.1	06/18/2025	06:17:33.05	2.3	4	3.11	2.09	6.28	2.23	8.19	2.53	9.44	2.82	13.18	3.18	18.54	4.21	
3826.4312N	00140.1600W	556.2	06/18/2025	06:17:34.10	2.3	4	3.31	2.08	6.55	2.22	8.5	2.53	9.76	2.81	13.54	3.18	18.82	4.21	
3826.4310N	00140.1606W	556.3	06/18/2025	06:17:35.00	2.3	4	3.22	2.09	6.45	2.23	8.41	2.53	9.75	2.83	13.74	3.21	18.98	4.2	
3826.4309N	00140.1612W	556.4	06/18/2025	06:17:36.06	2.3	4	3.55	2.08	7.08	2.23	9.37	2.53	10.94	2.82	15.31	3.18	20.68	4.19	
3826.4307N	00140.1618W	556.4	06/18/2025	06:17:37.10	2.3	4	3.75	2.09	7.51	2.23	10.12	2.53	11.9	2.83	16.25	3.18	21.76	4.15	
3826.4305N	00140.1624W	556.5	06/18/2025	06:17:38.00	2.3	4	4.36	2.08	8.43	2.23	11.45	2.54	13.54	2.84	18.21	3.19	24.56	4.19	
3826.4301N	00140.1631W	556.5	06/18/2025	06:17:39.05	2.3	4	4.5	2.08	8.71	2.23	12.03	2.54	14.45	2.85	19.91	3.21	27.49	4.2	
3826.4298N	00140.1638W	556.4	06/18/2025	06:17:40.10	2.3	4	5.03	2.08	9.59	2.23	13.3	2.54	16.02	2.85	22.04	3.23	29.71	4.32	
3826.4295N	00140.1644W	556.4	06/18/2025	06:17:41.01	2.3	4	5.25	2.09	10.05	2.23	14.17	2.55	17.35	2.87	23.9	3.27	31.47	4.4	
3826.4292N	00140.1653W	556.1	06/18/2025	06:17:42.05	2.3	4	6.24	2.08	11.71	2.23	16.54	2.55	20.16	2.87	27.36	3.3	35.43	4.49	
3826.4290N	00140.1660W	556.0	06/18/2025	06:17:43.10	2.3	4	6.63	2.08	12.42	2.23	17.54	2.55	21.54	2.89	29.47	3.35	39.64	4.61	
3826.4288N	00140.1669W	555.8	06/18/2025	06:17:44.01	2.3	4	7.34	2.08	13.11	2.23	18.32	2.56	22.77	2.9	31.46	3.37	42.87	4.69	
3826.4285N	00140.1678W	555.7	06/18/2025	06:17:45.06	2.3	4	7.2	2.08	13.08	2.23	18.66	2.56	23.54	2.9	33.4	3.39	46.77	4.73	
3826.4280N	00140.1685W	555.3	06/18/2025	06:17:46.10	2.3	4	7.23	2.09	13.58	2.24	19.82	2.56	25.24	2.9	35.24	3.38	46.55	4.72	
3826.4275N	00140.1689W	555.1	06/18/2025	06:17:47.00	2.3	4	7.01	2.09	13.27	2.24	19.29	2.56	24.44	2.9	33.97	3.36	45.4	4.68	
3826.4270N	00140.1690W	554.9	06/18/2025	06:17:48.05	2.3	4	8.09	2.09	15.3	2.24	22.4	2.56	28.3	2.9	39.01	3.35	51.32	4.68	
3826.4265N	00140.1692W	554.8	06/18/2025	06:17:49.10	2.3	4	8.43	2.09	15.59	2.24	22.68	2.56	28.8	2.89	39.1	3.35	50.22	4.66	
3826.4260N	00140.1694W	554.8	06/18/2025	06:17:50.00	2.3	4	7.39	2.09	13.88	2.24	20.17	2.56	25.63	2.88	35.46	3.34	46.74	4.63	
3826.4255N	00140.1697W	554.7	06/18/2025	06:17:51.05	2.3	4	6.9	2.09	13.01	2.24	18.79	2.56	23.79	2.89	33.0	3.34	43.6	4.6	
3826.4249N	00140.1700W	554.6	06/18/2025	06:17:52.10	2.3	4	6.95	2.09	12.63	2.23	17.82	2.56	22.25	2.89	30.72	3.35	41.16	4.56	
3826.4245N	00140.1703W	554.4	06/18/2025	06:17:53.00	2.3	4	5.98	2.09	11.3	2.24	16.0	2.55	20.15	2.88	28.54	3.31	39.06	4.51	
3826.4241N	00140.1705W	554.2	06/18/2025	06:17:54.05	2.3	4	5.87	2.09	11.07	2.23	15.63	2.55	19.53	2.88	27.39	3.3	37.08	4.46	
3826.4237N	00140.1707W	554.1	06/18/2025	06:17:55.10	2.3	4	5.73	2.09	10.98	2.23	15.66	2.55	19.6	2.87	27.72	3.29	37.74	4.41	
3826.4232N	00140.1709W	553.9	06/18/2025	06:17:56.00	2.3	4	5.65	2.09	10.87	2.24	15.48	2.54	19.39	2.85	27.03	3.24	35.49	4.35	
3826.4227N	00140.1710W	553.9	06/18/2025	06:17:57.05	2.3	4	5.88	2.09	10.76	2.23	15.0	2.54	18.53	2.84	25.39	3.23	32.47	4.3	
3826.4223N	00140.1712W	553.9	06/18/2025	06:17:58.10	2.3	4	4.98	2.09	9.58	2.23	13.35	2.54	16.38	2.82	22.49	3.18	28.7	4.22	
3826.4218N	00140.1715W	553.9	06/18/2025	06:17:59.00	2.3	4	4.75	2.09	9.02	2.23	12.18	2.53	14.61	2.82	19.68	3.18	25.03	4.18	
3826.4213N	00140.1717W	553.9	06/18/2025	06:18:00.05	2.3	4	4.11	2.09	8.0	2.23	10.77	2.54	12.82	2.82	17.62	3.17	23.19	4.14	
3826.4208N	00140.1719W	553.8	06/18/2025	06:18:01.10	2.3	4	3.71	2.09	7.33	2.23	9.78	2.54	11.59	2.83	16.14	3.17	21.86	4.14	
3826.4203N	00140.1721W	553.8	06/18/2025	06:18:02.00	2.3	4	3.54	2.09	7.03	2.23	9.29	2.54	10.91	2.83	15.4	3.18	21.08	4.14	
3826.4198N	00140.1724W	553.7	06/18/2025	06:18:03.05	2.3	4	3.52	2.09	6.97	2.23	9.17	2.54	10.77	2.83	15.3	3.19	20.95	4.17	
3826.4194N	00140.1729W	553.6	06/18/2025	06:18:04.10	2.3	4	3.46	2.09	6.86	2.23	9.03	2.54	10.61	2.83	15.09	3.19	21.01	4.18	
3826.4190N	00140.1734W	553.5	06/18/2025	06:18:05.00	2.3	4	3.56	2.09	7.04	2.23	9.27	2.54	11.0	2.84	15.61	3.2	21.9	4.19	
3826.4186N	00140.1739W	553.5	06/18/2025	06:18:06.05	2.3	4	3.62	2.09	7.16	2.23	9.57	2.54	11.45	2.83	16.32	3.2	22.94	4.19	
3826.4181N	00140.1742W	553.4	06/18/2025	06:18:07.10	2.3	4	3.73	2.09	7.36	2.23	9.88	2.54	11.75	2.83	16.82	3.19	23.57	4.2	
3826.4175N	00140.1744W	553.3	06/18/2025	06:18:08.00	2.3	4	4.19	2.09	8.1	2.23	10.95	2.54	13.17	2.84	18.56	3.21	25.4	4.22	
3826.4170N	00140.1746W	553.3	06/18/2025	06:18:09.05	2.3	4	4.04	2.09	7.93	2.23	10.88	2.54	13.14	2.84	18.79	3.21	26.29	4.21	
3826.4163N	00140.1745W	553.2	06/18/2025	06:18:10.10	2.3	4	4.28	2.09	8.33	2.23	11.42	2.54	13.88	2.85	19.79	3.21	27.53	4.21	
3826.4157N	00140.1745W	553.2	06/18/2025	06:18:11.00	2.3	4	4.25	2.09	8.31	2.23	11.4	2.55	13.95	2.85	19.92	3.23	27.95	4.21	
3826.4151N	00140.1744W	553.2	06/18/2025	06:18:12.05	2.3	4	4.25	2.09	8.36	2.24	11.57	2.55	14.29	2.85	20.32	3.22	28.2	4.24	
3826.4146N	00140.1744W	553.1	06/18/2025	06:18:13.10	2.3	4	4.55	2.09	8.92	2.24	12.38	2.55	15.16	2.85	21.41	3.22	29.1	4.23	
3826.4140N	00140.1744W	553.1	06/18/2025	06:18:14.00	2.3	4	4.8	2.09	9.4	2.24	13.21	2.55	16.36	2.85	23.32	3.23	32.41	4.25	
3826.4133N	00140.1744W	553.0	06/18/2025	06:18:15.05	2.3	4	5.23	2.09	10.16	2.24	14.43	2.55	18.17	2.85	26.01	3.22	36.35	4.26	
3826.4128N	00140.1744W	553.0	06/18/2025	06:18:16.10	2.3	4	5.71	2.09	10.97	2.24	15.65	2.55	19.67	2.85	27.99	3.23	38.49	4.25	
3826.4121N	00140.1744W	552.9	06/18/2025	06:18:17.00	2.3	4	6.01	2.09	11.5	2.23	16.4	2.54	20.63	2.84	29.01	3.23	38.69	4.24	
3826.4115N	00140.1744W	552.9	06/18/2025	06:18:18.05	2.3	4	6.04	2.09	11.36	2.23	16.07	2.54	20.06	2.84	27.7	3.22	36.06	4.24	
3826.4110N	00140.1742W	552.9	06/18/2025	06:18:19.10	2.3	4	5.34	2.09	10.19	2.23	14.33	2.54	17.82	2.84	24.81	3.21	32.94	4.19	
3826.4104N	00140.1741W	552.9	06/18/2025	06:18:20.00	2.3	4	5.0	2.09	9.64	2.23	13.41	2.54	16.52	2.84	22.99	3.2	30.42	4.16	
3826.4100N	00140.1742W	552.9	06/18/2025	06:18:21.05	2.3	4	4.47	2.09	8.68	2.24	11.96	2.55	14.59	2.84	20.58	3.19	27.54	4.13	
3826.4097N	00140.1746W	552.9	06/18/2025	06:18:22.10	2.3	4	4.45	2.09	8.69	2.23	11.95	2.55	14.56	2.84	20.26	3.19	27.18	4.13	
3826.4096N	00140.1751W	552.9	06/18/2025	06:18:23.00	2.3	4	4.32	2.09	8.48	2.24	11.65	2.55	14.2	2.84	19.93	3.19	26.93	4.13	
3826.4096N	00140.1757W	552.9	06/18/2025	06:18:24.05	2.3	4	4.46	2.09	8.64	2.23	11.84	2.54	14.33	2.83	19.94	3.18	26.26	4.12	
3826.4097N	00140.1763W	552.9	06/18/2025	06:18:25.10	2.3	4	4.24	2.09	8.31	2.24	11.29	2.54	13.52	2.83	18.82	3.17	25.11	4.14	
3826.4098N	00140.1769W	552.9	06/18/2025	06:18:26.00	2.3	4	4.13	2.09	8.14	2.23	11.09	2.54	13.35	2.83	18.91	3.17	26.14	4.1	
3826.4100N	00140.1776W	552.9	06/18/2025	06:18:27.05	1.5	5	4.09	2.09	8.06	2.23	11.08	2.54	13.38	2.83	18.96	3.17	26.01	4.1	
3826.4101N	00140.1782W	552.9	06/18/2025	06:18:28.10	1.5	5	4.16	2.09	8.16	2.23	11.16	2.54	13.47	2.84	19.16	3.18	26.01	4.13	
3826.4102N	00140.1789W	552.9	06/18/2025	06:18:29.00	1.5	5	4.09	2.09	8.03	2.24	11.08	2.54	13.32	2.83	18.93	3.17	26.16	4.11	
3826.4102N	00140.1796W	553.0	06/18/2025	06:18:30.05	1.5	5	4.23	2.09	8.31	2.23	11.46	2.54	13.85	2.83	19.76	3.17	27.28	4.12	
3826.4102N	00140.1803W	553.0	06/18/2025	06:18:31.10	1.5	5	4.36	2.09	8.58	2.24	11.97	2.54	14.62	2.83	20.74	3.17	28.27	4.05	
3826.4101N	00140.1811W	553.0	06/18/2025	06:18:32.00	1.5	5	4.68	2.09	9.19	2.24	12.86	2.54	15.76	2.83	22.11	3.17	29.0	4.09	
3826.4101N	00140.1819W	553.1	06/18/2025	06:18:33.05	1.5	5	5.22	2.09	10.08	2.23	14.15	2.54	17.29	2.82	23.63	3.14	30.64	4.04	
3826.4101N	00140.1827W	553.2	06/18/2025	06:18:33.95	1.5	5	5.24	2.09	10.05	2.24	14.08	2.54	17.39	2.83	24.05	3.16	31.41	4.06	
3826.4102N	00140.1834W	553.3	06/18/2025	06:18:35.00	1.5	5	5.63	2.09	10.68	2.23	14.9	2.54	18.23	2.83	24.72	3.16	31.14	4.07	
3826.4103N	00140.1841W	553.3	06/18/2025	06:18:36.05	1.5	5	5.81	2.09	11.09	2.23	15.56	2.54	19.0	2.82	25.59	3.16	32.4	4.01	
3826.4105N	00140.1848W	553.4	06/18/2025	06:18:36.95	1.5	5	5.84	2.09	11.13	2.23	15.7	2.54	19.29	2.82	25.99	3.14	32.22	4.03	
3826.4107N	00140.1855W	553.5	06/18/2025	06:18:38.00	1.5	5	6.18	2.09	11.64	2.23	16.28	2.53	19.73	2.82	25.99	3.15	31.62	4.06	
3826.4108N	00140.1863W	553.6	06/18/2025	06:18:39.05	1.5	5	5.6	2.09	10.82	2.23	15.0	2.54	18.18	2.82	24.08	3.15	29.45	4.05	
3826.4108N	00140.1871W	553.7	06/18/2025	06:18:39.95	1.5	5	5.48	2.09	10.4	2.23	14.37	2.54	17.47	2.82	23.35	3.14	28.88	4.01	
3826.4107N	00140.1879W	553.7	06/18/2025	06:18:41.00	1.5	5	4.98	2.09	9.58	2.24	13.21	2.54	16.01	2.82	21.68	3.13	27.76	4.04	
3826.4106N	00140.1887W	553.8	06/18/2025	06:18:42.05	1.5	5	4.66	2.09	8.95	2.23	12.33	2.54	15.07	2.83	20.92	3.15	27.51	4.02	
3826.4105N	00140.1895W	553.8	06/18/2025	06:18:42.95	1.5	5	4.2	2.09	8.32	2.24	11.52	2.54	14.01	2.82	19.65	3.15	26.03	4.04	
3826.4104N	00140.1903W	553.8	06/18/2025	06:18:44.00	1.5	5	4.36	2.09	8.46	2.24	11.4	2.54	13.66	2.83	18.81	3.15	25.31	4.03	
3826.4102N	00140.1910W	553.8	06/18/2025	06:18:45.05	1.5	5	4.36	2.09	8.47	2.23	11.53	2.54	13.83	2.83	19.19	3.16	25.96	4.04	
3826.4100N	00140.1916W	553.8	06/18/2025	06:18:45.95	1.5	5	4.53	2.09	8.8	2.23	12.09	2.54	14.72	2.83	20.55	3.16	27.74	4.03	
3826.4099N	00140.1923W	553.8	06/18/2025	06:18:47.00	1.5	5	5.0	2.09	9.69	2.24	13.59	2.54	16.61	2.83	23.07	3.15	30.47	4.04	
3826.4099N	00140.1930W	553.8	06/18/2025	06:18:48.05	1.5	5	5.66	2.09	10.86	2.24	15.31	2.55	18.88	2.84	25.5	3.16	32.03	4.08	
3826.4099N	00140.1937W	553.8	06/18/2025	06:18:48.95	1.5	5	5.53	2.09	10.63	2.24	14.9	2.55	18.24	2.83	24.6	3.17	31.09	4.09	
3826.4098N	00140.1945W	553.9	06/18/2025	06:18:50.00	1.5	5	5.82	2.09	11.13	2.24	15.66	2.55	19.22	2.83	25.97	3.16	33.21	4.06	
3826.4097N	00140.1952W	553.9	06/18/2025	06:18:51.05	1.5	5	6.27	2.09	11.89	2.24	16.64	2.54	20.24	2.83	26.64	3.16	32.25	4.1	
3826.4096N	00140.1959W	553.9	06/18/2025	06:18:51.95	1.5	5	6.7	2.09	12.58	2.24	17.42	2.55	20.57	2.84	26.45	3.19	31.54	4.12	
3826.4095N	00140.1964W	553.8	06/18/2025	06:18:53.00	1.5	5	9.02	2.08	15.89	2.23	21.38	2.54	24.33	2.84	28.62	3.2	31.02	4.17	
3826.4092N	00140.1970W	553.8	06/18/2025	06:18:54.05	1.5	5	8.68	2.09	15.43	2.23	20.42	2.54	22.82	2.84	26.64	3.2	29.92	4.19	
3826.4088N	00140.1974W	553.7	06/18/2025	06:18:54.95	1.5	5	9.55	2.09	16.34	2.23	21.05	2.55	23.16	2.85	27.05	3.21	30.87	4.23	
3826.4085N	00140.1979W	553.6	06/18/2025	06:18:56.00	1.5	5	8.41	2.09	14.7	2.24	19.56	2.55	22.68	2.85	28.19	3.21	33.63	4.26	
3826.4080N	00140.1984W	553.5	06/18/2025	06:18:57.05	1.5	5	7.88	2.09	14.2	2.24	19.24	2.55	22.41	2.86	28.13	3.23	33.77	4.32	
3826.4075N	00140.1987W	553.4	06/18/2025	06:18:57.95	2.3	4	8.16	2.09	14.4	2.24	19.06	2.56	21.98	2.87	27.48	3.27	33.88	4.4	
3826.4071N	00140.1989W	553.3	06/18/2025	06:18:59.00	2.3	4	8.67	2.08	14.64	2.24	18.95	2.57	21.64	2.89	26.93	3.29	32.56	4.43	
3826.4066N	00140.1989W	553.3	06/18/2025	06:19:00.05	2.3	4	6.77	2.09	12.2	2.25	16.51	2.57	19.45	2.9	25.09	3.31	31.7	4.51	
3826.4063N	00140.1990W	553.3	06/18/2025	06:19:00.95	2.3	4	5.52	2.09	10.48	2.24	14.55	2.56	17.64	2.88	23.97	3.29	31.7	4.49	
3826.4060N	00140.1991W	553.2	06/18/2025	06:19:02.00	2.3	4	5.65	2.09	10.73	2.24	14.96	2.57	18.29	2.89	25.06	3.31	33.57	4.57	
3826.4056N	00140.1992W	553.3	06/18/2025	06:19:03.05	2.3	4	5.97	2.09	11.3	2.24	15.81	2.57	19.33	2.91	26.27	3.35	35.08	4.67	
3826.4052N	00140.1994W	553.3	06/18/2025	06:19:03.95	2.3	4	6.62	2.09	12.28	2.24	17.06	2.57	20.73	2.91	28.23	3.39	38.11	4.8	
3826.4048N	00140.1996W	553.3	06/18/2025	06:19:05.00	2.3	4	6.96	2.09	12.92	2.24	18.2	2.58	22.57	2.93	31.13	3.43	42.35	4.9	
3826.4044N	00140.1996W	553.3	06/18/2025	06:19:06.05	2.3	4	7.43	2.09	13.66	2.24	19.49	2.59	24.35	2.96	33.83	3.49	46.05	5.04	
3826.4040N	00140.1994W	553.4	06/18/2025	06:19:06.95	2.3	4	7.43	2.09	13.82	2.24	19.96	2.58	25.26	2.95	35.49	3.5	48.86	5.11	
3826.4036N	00140.1993W	553.4	06/18/2025	06:19:08.00	2.3	4	7.7	2.09	14.4	2.24	21.06	2.58	27.11	2.96	38.74	3.53	54.37	5.17	
3826.4033N	00140.1992W	553.4	06/18/2025	06:19:09.05	2.3	4	7.8	2.09	14.77	2.24	21.89	2.59	28.42	2.97	41.16	3.55	58.28	5.23	
3826.4030N	00140.1993W	553.4	06/18/2025	06:19:09.95	2.3	4	8.79	2.09	16.51	2.25	24.6	2.59	32.1	2.99	45.68	3.58	61.37	5.34	
3826.4026N	00140.1994W	553.4	06/18/2025	06:19:11.00	2.3	4	10.6	2.09	19.67	2.25	28.94	2.59	36.51	2.99	49.04	3.62	62.0	5.48	
3826.4021N	00140.1996W	553.3	06/18/2025	06:19:12.04	2.3	4	10.9	2.09	19.77	2.25	29.04	2.59	37.26	2.99	51.45	3.62	69.17	5.48	
3826.4017N	00140.1998W	553.3	06/18/2025	06:19:12.94	2.3	4	10.78	2.09	19.93	2.25	30.04	2.59	39.46	2.99	56.44	3.64	79.19	5.58	
3826.4011N	00140.2000W	553.3	06/18/2025	06:19:14.00	2.3	4	11.51	2.09	21.3	2.25	31.99	2.59	41.81	2.99	59.2	3.63	80.52	5.57	
3826.4005N	00140.2002W	553.3	06/18/2025	06:19:15.04	2.3	4	12.49	2.09	22.53	2.24	32.53	2.57	40.39	2.95	51.8	3.55	62.76	5.36	
3826.3999N	00140.2004W	553.0	06/18/2025	06:19:15.94	2.3	4	22.81	2.08	27.72	2.22	32.09	2.56	37.0	2.95	47.8	3.5	60.57	5.13	
3826.3996N	00140.2007W	552.8	06/18/2025	06:19:16.99	2.3	4	11.39	2.09	20.03	2.25	28.45	2.58	35.63	2.95	47.34	3.51	59.66	5.15	
3826.3994N	00140.2010W	552.7	06/18/2025	06:19:18.04	2.3	4	8.73	2.09	16.34	2.25	24.0	2.58	30.41	2.94	41.48	3.46	53.94	5.05	
3826.3992N	00140.2014W	552.6	06/18/2025	06:19:18.95	2.3	4	9.68	2.09	17.75	2.25	25.73	2.58	32.19	2.93	42.7	3.46	53.62	5.01	
3826.3990N	00140.2019W	552.5	06/18/2025	06:19:19.99	2.3	4	8.81	2.09	16.22	2.25	23.65	2.58	29.95	2.92	40.62	3.43	53.79	4.93	
3826.3988N	00140.2024W	552.6	06/18/2025	06:19:21.05	1.5	5	8.23	2.09	15.58	2.24	22.96	2.57	29.49	2.91	41.14	3.37	55.1	4.81	
3826.3985N	00140.2027W	552.6	06/18/2025	06:19:21.95	1.5	5	8.04	2.09	15.1	2.25	22.2	2.57	28.62	2.9	39.79	3.37	50.99	4.76	
3826.3980N	00140.2028W	552.7	06/18/2025	06:19:23.00	1.5	5	8.13	2.09	15.29	2.24	22.3	2.57	28.12	2.91	37.75	3.39	47.39	4.79	
3826.3975N	00140.2028W	552.7	06/18/2025	06:19:24.05	1.5	5	9.27	2.09	16.9	2.24	23.92	2.57	29.4	2.91	38.94	3.41	50.28	4.84	
3826.3969N	00140.2026W	552.5	06/18/2025	06:19:24.95	1.5	5	9.79	2.09	17.67	2.24	24.92	2.58	30.73	2.93	40.9	3.45	53.28	4.97	
3826.3963N	00140.2024W	552.8	06/18/2025	06:19:26.00	1.5	5	9.97	2.09	17.89	2.24	25.45	2.58	31.78	2.95	43.0	3.49	57.04	5.07	
3826.3957N	00140.2023W	552.7	06/18/2025	06:19:27.05	1.5	5	8.86	2.09	16.36	2.25	23.99	2.58	31.01	2.94	43.83	3.46	59.95	4.99	
3826.3951N	00140.2023W	552.6	06/18/2025	06:19:27.95	1.5	5	9.25	2.09	17.27	2.25	25.75	2.58	33.75	2.93	47.71	3.45	64.74	4.98	
3826.3946N	00140.2024W	552.5	06/18/2025	06:19:29.00	1.5	5	10.94	2.09	20.56	2.24	30.6	2.57	39.09	2.91	53.03	3.43	67.76	4.92	
3826.3940N	00140.2026W	552.5	06/18/2025	06:19:30.05	1.5	5	10.42	2.09	18.97	2.25	28.0	2.57	36.31	2.9	49.82	3.36	64.37	4.66	
3826.3935N	00140.2027W	552.6	06/18/2025	06:19:30.95	1.5	5	9.44	2.09	17.46	2.24	25.81	2.56	33.5	2.88	46.01	3.31	58.21	4.58	
3826.3932N	00140.2029W	552.6	06/18/2025	06:19:32.00	1.5	5	9.16	2.09	16.77	2.24	24.36	2.56	31.16	2.89	41.89	3.32	52.13	4.58	
3826.3928N	00140.2031W	552.8	06/18/2025	06:19:32.90	1.5	5	8.02	2.09	15.02	2.24	21.72	2.56	27.48	2.87	37.15	3.29	47.33	4.5	
3826.3925N	00140.2035W	552.9	06/18/2025	06:19:33.95	1.5	5	7.68	2.09	14.25	2.23	20.42	2.55	25.61	2.88	34.27	3.31	43.37	4.49	
3826.3923N	00140.2038W	553.0	06/18/2025	06:19:35.00	1.5	5	6.6	2.09	12.4	2.24	17.69	2.56	22.14	2.89	29.93	3.32	38.69	4.43	
3826.3922N	00140.2042W	553.1	06/18/2025	06:19:35.90	1.5	5	6.67	2.09	12.37	2.23	17.45	2.56	21.78	2.88	29.34	3.3	37.3	4.43	
3826.3921N	00140.2047W	553.2	06/18/2025	06:19:36.95	1.5	5	6.32	2.09	11.84	2.23	16.57	2.55	20.62	2.88	27.83	3.32	35.62	4.37	
3826.3919N	00140.2054W	553.8	06/18/2025	06:19:38.00	1.5	5	6.05	2.09	11.09	2.23	15.28	2.55	18.67	2.87	25.29	3.28	32.31	4.34	
3826.3919N	00140.2058W	553.6	06/18/2025	06:19:38.90	1.5	5	5.65	2.09	10.02	2.23	13.69	2.55	16.8	2.86	23.09	3.24	30.11	4.3	
3826.3917N	00140.2062W	553.6	06/18/2025	06:19:39.95	1.5	5	4.52	2.09	8.8	2.24	12.07	2.55	14.79	2.85	21.03	3.23	28.81	4.27	
3826.3915N	00140.2066W	553.6	06/18/2025	06:19:41.00	1.5	5	4.7	2.09	9.17	2.24	12.71	2.55	15.73	2.84	22.19	3.21	30.16	4.24	
3826.3912N	00140.2072W	553.7	06/18/2025	06:19:41.90	1.5	5	5.17	2.09	9.98	2.23	13.92	2.54	17.14	2.84	23.29	3.2	29.47	4.21	
3826.3910N	00140.2077W	553.9	06/18/2025	06:19:42.95	1.5	5	5.38	2.09	10.33	2.23	14.29	2.54	17.49	2.83	23.6	3.18	30.29	4.22	
3826.3908N	00140.2083W	554.4	06/18/2025	06:19:44.00	1.5	5	5.08	2.09	9.86	2.23	13.82	2.55	16.96	2.84	23.48	3.21	30.81	4.19	
3826.3907N	00140.2087W	554.6	06/18/2025	06:19:44.90	1.5	5	5.53	2.09	10.41	2.23	14.48	2.55	17.77	2.85	24.23	3.22	30.49	4.19	
3826.3905N	00140.2091W	554.7	06/18/2025	06:19:45.95	1.5	5	5.0	2.09	9.69	2.24	13.56	2.55	16.76	2.83	22.71	3.19	28.89	4.14	
3826.3903N	00140.2096W	554.7	06/18/2025	06:19:47.00	1.5	5	5.48	2.09	10.64	2.23	15.0	2.54	18.3	2.84	25.0	3.19	32.6	4.13	
3826.3902N	00140.2101W	554.7	06/18/2025	06:19:47.90	1.5	5	5.3	2.09	10.26	2.24	14.55	2.54	18.05	2.83	25.07	3.16	32.9	4.11	
3826.3900N	00140.2106W	554.7	06/18/2025	06:19:48.95	1.5	5	5.68	2.09	10.47	2.23	14.78	2.54	18.15	2.83	24.69	3.16	32.04	4.1	
